Global_Time,Global_X,Global_Y,v_Vel,v_Acc
694,679873.3362,419394.8708,38.14,-10.87
695,679873.4045,419396.0135,36.91,-11.05
696,679873.4682,419397.0922,36.14,-5.21
697,679873.5462,419398.1685,35.88,-2.89
698,679873.6407,419399.2645,35.95,0.42
699,679873.7379,419400.3624,36.08,0.66
700,679873.8324,419401.4588,36.11,-0.17
701,679873.9272,419402.5548,36.1,-0.11
702,679874.0217,419403.6512,36.1,0
703,679874.1162,419404.7473,36.1,0
704,679874.2107,419405.8433,36.1,0
705,679874.3052,419406.9397,36.1,0
706,679874.4,419408.0358,36.1,0
707,679874.4945,419409.1318,36.1,0
708,679874.5889,419410.2282,36.1,0
709,679874.6834,419411.3242,36.1,0
710,679874.7782,419412.4203,36.1,0
711,679874.8727,419413.5167,36.1,0
712,679874.9672,419414.6127,36.1,0
713,679875.0617,419415.7088,36.12,0.45
714,679875.1559,419416.8052,36.12,0.44
715,679875.2504,419417.9012,35.84,-4.39
716,679875.3497,419419.0125,35.02,-11.19
717,679875.4509,419420.072,33.6,-11.21
718,679875.5442,419421.0644,31.71,-11.27
719,679875.6234,419421.9999,29.83,-11.24
720,679875.6914,419422.8679,28.41,-11.2
721,679875.7569,419423.6845,27.61,-4.15
722,679875.8249,419424.5166,27.35,0.15
723,679875.8929,419425.3487,27.36,0.45
724,679875.9605,419426.1808,27.39,0
725,679876.0285,419427.0129,27.39,0
726,679876.0965,419427.8453,27.39,0
727,679876.1641,419428.6774,27.39,0
728,679876.2321,419429.5095,27.39,0
729,679876.3001,419430.3416,27.39,0
730,679876.3678,419431.1737,27.39,0
731,679876.4357,419432.0058,27.39,0
732,679876.5037,419432.8379,27.39,0
733,679876.5714,419433.6704,27.39,0
734,679876.6393,419434.5025,27.39,0
735,679876.7073,419435.3346,27.42,0.43
736,679876.775,419436.1667,27.49,1.06
737,679876.8429,419436.9988,27.54,0.92
738,679876.9109,419437.8309,27.54,0.58
739,679876.9786,419438.663,27.51,-0.46
740,679877.0465,419439.4954,27.29,-3.19
741,679877.1136,419440.3275,26.38,-11.26
742,679877.1858,419441.1724,24.33,-11.23
743,679877.2581,419441.8862,21.07,-11.18
744,679877.3139,419442.4696,16.95,-11.03
745,679877.3452,419442.9162,12.83,-11.1
746,679877.355,419443.2322,9.57,-11.2
747,679877.3599,419443.4172,7.52,-11.22
748,679877.369,419443.6154,6.64,-2.68
749,679877.3782,419443.8135,6.49,0.36
750,679877.3873,419444.0116,6.51,0
751,679877.3965,419444.2097,6.51,0
752,679877.4056,419444.4075,6.51,0
753,679877.4147,419444.6057,6.51,0
754,679877.4239,419444.8035,6.51,0
755,679877.433,419445.0016,6.51,0
756,679877.4422,419445.1994,6.51,0
757,679877.4516,419445.3975,6.51,0
758,679877.4608,419445.5953,6.5,0
759,679877.4699,419445.7932,6.5,0
760,679877.4791,419445.991,6.5,0
761,679877.4882,419446.1888,6.57,1.2
762,679877.4973,419446.3866,6.73,1.97
763,679877.5065,419446.5841,6.7,-1.17
764,679877.5159,419446.7935,6.28,-6.83
765,679877.5229,419446.9804,5.55,-9.51
766,679877.529,419447.1178,4.91,-5.15
767,679877.5434,419447.2364,4.86,4.57
768,679877.5696,419447.3723,5.39,8.02
769,679877.6068,419447.5567,6.04,6.08
770,679877.6464,419447.7637,6.46,1.98
771,679877.6842,419447.9591,6.57,-0.34
772,679877.7217,419448.1541,6.55,-0.33
773,679877.7592,419448.3495,6.52,0
774,679877.7967,419448.5449,6.52,0
775,679877.8345,419448.7403,6.52,0
776,679877.8719,419448.9353,6.52,0
777,679877.9094,419449.1307,6.52,0
778,679877.9469,419449.3258,6.52,0
779,679877.9844,419449.5209,6.52,0
780,679878.0219,419449.7159,6.52,0
781,679878.0597,419449.911,6.52,0
782,679878.0972,419450.1061,6.52,0
783,679878.1347,419450.3012,6.52,0
784,679878.1722,419450.4962,6.51,0
785,679878.2097,419450.6913,6.51,0
786,679878.2471,419450.8861,6.51,0
787,679878.2846,419451.0811,6.51,0
788,679878.3221,419451.2759,6.51,0
789,679878.3596,419451.471,6.52,0.06
790,679878.3971,419451.6657,6.51,-0.18
791,679878.4355,419451.8617,6.46,-0.91
792,679878.473,419452.0565,6.32,-1.97
793,679878.5059,419452.2455,6.14,-2.51
794,679878.5327,419452.4271,5.98,-1.47
795,679878.5541,419452.599,6.03,1.73
796,679878.5754,419452.7737,6.46,6.6
797,679878.6016,419452.9694,7.24,9.47
798,679878.633,419453.1916,7.96,6.63
799,679878.6687,419453.4339,8.35,1.07
800,679878.705,419453.6799,8.36,-2.49
801,679878.7406,419453.9222,8.15,-1.78
802,679878.7763,419454.1645,8.04,-0.1
803,679878.8119,419454.4065,8.03,0
804,679878.8476,419454.6488,8.03,0
805,679878.883,419454.8911,8.03,0
806,679878.9186,419455.1331,8.03,0
807,679878.9543,419455.3755,8.03,0
808,679878.9899,419455.6175,8.05,0.38
809,679879.0253,419455.8598,8.07,0.14
810,679879.061,419456.1021,7.86,-3.29
811,679879.0991,419456.3569,7.21,-9.29
812,679879.1347,419456.5767,6.03,-11.24
813,679879.1585,419456.7343,4.43,-11.12
814,679879.1667,419456.8449,2.84,-11.16
815,679879.1631,419456.8934,1.67,-9.26
816,679879.1573,419456.9068,1.03,-3.29
817,679879.1536,419456.933,0.84,-0.11
818,679879.1503,419456.9592,0.84,0.37
819,679879.1466,419456.9851,0.86,0
820,679879.1433,419457.0113,0.86,0
821,679879.1396,419457.0375,0.86,0
822,679879.1363,419457.0634,0.86,0
823,679879.1326,419457.0897,0.86,0
824,679879.1292,419457.1159,0.86,0
825,679879.1256,419457.1418,0.86,0
826,679879.1219,419457.168,0.86,0
827,679879.1186,419457.1942,0.86,0
828,679879.1149,419457.2201,0.86,0
829,679879.1116,419457.2463,0.86,0
830,679879.1079,419457.2725,0.86,0
831,679879.1046,419457.2984,0.86,0
832,679879.1009,419457.3247,0.86,0
833,679879.0975,419457.3506,0.86,0
834,679879.0939,419457.3768,0.86,0
835,679879.0902,419457.403,0.86,0
836,679879.0869,419457.4289,0.86,0
837,679879.0832,419457.4551,0.86,0
838,679879.0799,419457.4813,0.86,0
839,679879.0762,419457.5072,0.86,0
840,679879.0729,419457.5334,0.86,0
841,679879.0692,419457.5597,0.86,0
842,679879.0658,419457.5856,0.86,0
843,679879.0622,419457.6118,0.86,0
844,679879.0585,419457.638,0.86,0
845,679879.0552,419457.6639,0.86,0
846,679879.0515,419457.6901,0.86,0
847,679879.0482,419457.716,0.86,0
848,679879.0445,419457.7422,0.86,0
849,679879.0412,419457.7684,0.86,0
850,679879.0375,419457.7944,0.86,0
851,679879.0341,419457.8206,0.86,0
852,679879.0305,419457.8468,0.86,0
853,679879.0268,419457.8727,0.86,0
854,679879.0235,419457.8989,0.86,0
855,679879.0198,419457.9251,0.86,0
856,679879.0165,419457.951,0.86,0
857,679879.0128,419457.9772,0.86,0
858,679879.0095,419458.0034,0.86,0
859,679879.0058,419458.0294,0.86,0
860,679879.0024,419458.0556,0.86,0
861,679878.9988,419458.0815,0.86,0
862,679878.9951,419458.1077,0.86,0
863,679878.9918,419458.1339,0.86,0
864,679878.9881,419458.1598,0.86,0
865,679878.9848,419458.186,0.86,0
866,679878.9811,419458.2122,0.86,0
867,679878.9778,419458.2381,0.86,0
868,679878.9741,419458.2644,0.86,0
869,679878.9704,419458.2906,0.86,0
870,679878.9671,419458.3165,0.86,0
871,679878.9634,419458.3427,0.86,0
872,679878.9601,419458.3689,0.86,0
873,679878.9564,419458.3948,0.86,0
874,679878.9531,419458.421,0.86,0
875,679878.9494,419458.4469,0.86,0
876,679878.9461,419458.4731,0.86,0
877,679878.9424,419458.4994,0.86,0
878,679878.9387,419458.5253,0.86,0
879,679878.9354,419458.5515,0.86,0
880,679878.9317,419458.5777,0.86,0
881,679878.9284,419458.6036,0.86,0
882,679878.9247,419458.6298,0.87,0.05
883,679878.9214,419458.656,0.87,0.05
884,679878.9174,419458.6819,0.86,-0.35
885,679878.9141,419458.7097,0.79,-1.08
886,679878.9131,419458.7356,0.64,-2.04
887,679878.9141,419458.7539,0.42,-2.49
888,679878.9156,419458.7615,0.21,-1.96
889,679878.9162,419458.7615,0.07,-0.97
890,679878.9159,419458.76,0,-0.19
891,679878.9159,419458.76,0,0.07
892,679878.9159,419458.76,0,0.04
893,679878.9159,419458.76,0,0
894,679878.9159,419458.76,0,0
895,679878.9159,419458.76,0,0
896,679878.9159,419458.76,0,0
897,679878.9159,419458.76,0,0
898,679878.9159,419458.76,0,0
899,679878.9159,419458.76,0,0
900,679878.9159,419458.76,0,0
901,679878.9159,419458.76,0,0
902,679878.9159,419458.76,0,0
903,679878.9159,419458.76,0,0
904,679878.9159,419458.76,0,0
905,679878.9159,419458.76,0,0
906,679878.9159,419458.76,0,0
907,679878.9159,419458.76,0,0
908,679878.9159,419458.76,0,0
909,679878.9159,419458.76,0,0
910,679878.9159,419458.76,0,0
911,679878.9159,419458.76,0,0
912,679878.9159,419458.76,0,0
913,679878.9159,419458.76,0,0
914,679878.9159,419458.76,0,0
915,679878.9159,419458.76,0,0
916,679878.9159,419458.76,0,0
917,679878.9159,419458.76,0,0
918,679878.9159,419458.76,0,0
919,679878.9159,419458.76,0,0
920,679878.9159,419458.76,0,0
921,679878.9159,419458.76,0,0
922,679878.9159,419458.76,0,0
923,679878.9159,419458.76,0,0
924,679878.9159,419458.76,0,0
925,679878.9159,419458.76,0,0
926,679878.9159,419458.76,0,0
927,679878.9159,419458.76,0,0
928,679878.9159,419458.76,0,0
929,679878.9159,419458.76,0,0
930,679878.9159,419458.76,0,0
931,679878.9159,419458.76,0,0
932,679878.9159,419458.76,0,0
933,679878.9159,419458.76,0,0
934,679878.9159,419458.76,0,0
935,679878.9159,419458.76,0,0
936,679878.9159,419458.76,0,0
937,679878.9159,419458.76,0,0
938,679878.9159,419458.76,0,0
939,679878.9159,419458.76,0,0
940,679878.9159,419458.76,0,0
941,679878.9159,419458.76,0,0
942,679878.9159,419458.76,0,0
943,679878.9159,419458.76,0,0
944,679878.9159,419458.76,0,0
945,679878.9159,419458.76,0,0
946,679878.9159,419458.76,0,0
947,679878.9159,419458.76,0,0
948,679878.9159,419458.76,0,0
949,679878.9159,419458.76,0,0
950,679878.9159,419458.76,0,0
951,679878.9159,419458.76,0,0
952,679878.9159,419458.76,0,0
953,679878.9159,419458.76,0,0
954,679878.9159,419458.76,0,0
955,679878.9159,419458.76,0,0
956,679878.9159,419458.76,0,0
957,679878.9159,419458.76,0,0
958,679878.9159,419458.76,0,0
959,679878.9159,419458.76,0,0
960,679878.9159,419458.76,0,0
961,679878.9159,419458.76,0,0
962,679878.9159,419458.76,0,0
963,679878.9159,419458.76,0,0
964,679878.9159,419458.76,0,0
965,679878.9159,419458.76,0,0
966,679878.9159,419458.76,0,0
967,679878.9159,419458.76,0,0
968,679878.9159,419458.76,0,0
969,679878.9159,419458.76,0,0
970,679878.9159,419458.76,0,0
971,679878.9159,419458.76,0,0
972,679878.9159,419458.76,0,0
973,679878.9159,419458.76,0,0
974,679878.9159,419458.76,0,0
975,679878.9159,419458.76,0,0
976,679878.9159,419458.76,0,0
977,679878.9159,419458.76,0,0
978,679878.9159,419458.76,0,0
979,679878.9159,419458.76,0,0
980,679878.9159,419458.76,0,0
981,679878.9159,419458.76,0,0
982,679878.9159,419458.76,0,0
983,679878.9159,419458.76,0,0
984,679878.9159,419458.76,0,0
985,679878.9159,419458.76,0,0
986,679878.9159,419458.76,0,0
987,679878.9159,419458.76,0,0
988,679878.9159,419458.76,0,0
989,679878.9159,419458.76,0,0
990,679878.9159,419458.76,0,0
991,679878.9159,419458.76,0,0
992,679878.9159,419458.76,0,0
993,679878.9159,419458.76,0,0
994,679878.9159,419458.76,0,0
995,679878.9159,419458.76,0,0
996,679878.9159,419458.76,0,0
997,679878.9159,419458.76,0,0
998,679878.9159,419458.76,0,0
999,679878.9159,419458.76,0,0
1000,679878.9159,419458.76,0,0
1001,679878.9159,419458.76,0,0
1002,679878.9159,419458.76,0,0
1003,679878.9159,419458.76,0,0
1004,679878.9159,419458.76,0,0
1005,679878.9159,419458.76,0,0
1006,679878.9159,419458.76,0,0
1007,679878.9159,419458.76,0,0
1008,679878.9159,419458.76,0,0
1009,679878.9159,419458.76,0,0
1010,679878.9159,419458.76,0,0
1011,679878.9159,419458.76,0,0
1012,679878.9159,419458.76,0,0
1013,679878.9159,419458.76,0,0
1014,679878.9159,419458.76,0,0
1015,679878.9159,419458.76,0,0
1016,679878.9159,419458.76,0,0
1017,679878.9159,419458.76,0,0
1018,679878.9159,419458.76,0,0
1019,679878.9159,419458.76,0,0
1020,679878.9159,419458.76,0,0
1021,679878.9159,419458.76,0,0
1022,679878.9159,419458.76,0,0
1023,679878.9159,419458.76,0,0
1024,679878.9159,419458.76,0,0
1025,679878.9159,419458.76,0,0
1026,679878.9159,419458.76,0,0
1027,679878.9159,419458.76,0,0
1028,679878.9159,419458.76,0,0
1029,679878.9159,419458.76,0,0
1030,679878.9159,419458.76,0,0
1031,679878.9159,419458.76,0,0
1032,679878.9159,419458.76,0,0
1033,679878.9159,419458.76,0,0
1034,679878.9159,419458.76,0,0
1035,679878.9159,419458.76,0,0
1036,679878.9159,419458.76,0,0
1037,679878.9159,419458.76,0,0
1038,679878.9159,419458.76,0,0
1039,679878.9159,419458.76,0,0
1040,679878.9159,419458.76,0,0
1041,679878.9159,419458.76,0,0
1042,679878.9159,419458.76,0,0
1043,679878.9159,419458.76,0,0
1044,679878.9159,419458.76,0,0
1045,679878.9159,419458.76,0,0
1046,679878.9159,419458.76,0,0
1047,679878.9159,419458.76,0,0
1048,679878.9159,419458.76,0,0
1049,679878.9159,419458.76,0,0
1050,679878.9159,419458.76,0,0
1051,679878.9159,419458.76,0,0
1052,679878.9159,419458.76,0,0
1053,679878.9159,419458.76,0,0
1054,679878.9159,419458.76,0,0
1055,679878.9159,419458.76,0,0
1056,679878.9159,419458.76,0,0
1057,679878.9159,419458.76,0,0
1058,679878.9159,419458.76,0,0
1059,679878.9159,419458.76,0,0
1060,679878.9159,419458.76,0,0
1061,679878.9159,419458.76,0,0
1062,679878.9159,419458.76,0,0
1063,679878.9159,419458.76,0,0
1064,679878.9159,419458.76,0,0
1065,679878.9159,419458.76,0,0
1066,679878.9159,419458.76,0,0
1067,679878.9159,419458.76,0,0
1068,679878.9159,419458.76,0,0
1069,679878.9159,419458.76,0,0
1070,679878.9159,419458.76,0,0
1071,679878.9159,419458.76,0,0
1072,679878.9159,419458.76,0,0
1073,679878.9159,419458.76,0,0
1074,679878.9159,419458.76,0,0
1075,679878.9159,419458.76,0,0
1076,679878.9159,419458.76,0,0
1077,679878.9159,419458.76,0,0
1078,679878.9159,419458.76,0,0
1079,679878.9159,419458.76,0,0
1080,679878.9159,419458.76,0,0
1081,679878.9159,419458.76,0,0
1082,679878.9159,419458.76,0,0
1083,679878.9159,419458.76,0,0
1084,679878.9159,419458.76,0,0
1085,679878.9159,419458.76,0,0
1086,679878.9159,419458.76,0,0
1087,679878.9159,419458.76,0,0
1088,679878.9159,419458.76,0,0
1089,679878.9159,419458.76,0,0
1090,679878.9159,419458.76,0,0
1091,679878.9159,419458.76,0,0
1092,679878.9159,419458.76,0,0
1093,679878.9159,419458.76,0,0
1094,679878.9159,419458.76,0,0
1095,679878.9159,419458.76,0,0
1096,679878.9159,419458.76,0,0
1097,679878.9159,419458.76,0,0
1098,679878.9159,419458.76,0,0
1099,679878.9159,419458.76,0,0
1100,679878.9159,419458.76,0,0
1101,679878.9159,419458.76,0,0
1102,679878.9159,419458.76,0,0
1103,679878.9159,419458.76,0,0
1104,679878.9159,419458.76,0,0
1105,679878.9159,419458.76,0,0
1106,679878.9159,419458.76,0,0
1107,679878.9159,419458.76,0,0
1108,679878.9159,419458.76,0,0
1109,679878.9159,419458.76,0,0
1110,679878.9159,419458.76,0,0
1111,679878.9159,419458.76,0,0
1112,679878.9159,419458.76,0,0
1113,679878.9159,419458.76,0,0
1114,679878.9159,419458.76,0,0
1115,679878.9159,419458.76,0,0
1116,679878.9159,419458.76,0,0
1117,679878.9159,419458.76,0,0
1118,679878.9159,419458.76,0,0
1119,679878.9159,419458.76,0,0
1120,679878.9159,419458.76,0,0
1121,679878.9159,419458.76,0,0
1122,679878.9159,419458.76,0,0
1123,679878.9159,419458.76,0,0
1124,679878.9159,419458.76,0,0
1125,679878.9159,419458.76,0,0
1126,679878.9159,419458.76,0,0
1127,679878.9159,419458.76,0,0
1128,679878.9159,419458.76,0,0
1129,679878.9159,419458.76,0,0
1130,679878.9159,419458.76,0,0
1131,679878.9159,419458.76,0,0
1132,679878.9159,419458.76,0,0
1133,679878.9159,419458.76,0,0
1134,679878.9159,419458.76,0,0
1135,679878.9159,419458.76,0,0
1136,679878.9159,419458.76,0,0
1137,679878.9159,419458.76,0,0
1138,679878.9159,419458.76,0,0
1139,679878.9159,419458.76,0,0
1140,679878.9159,419458.76,0,0
1141,679878.9159,419458.76,0,0
1142,679878.9159,419458.76,0,0
1143,679878.9159,419458.76,0,0
1144,679878.9159,419458.76,0,0
1145,679878.9159,419458.76,0,0
1146,679878.9159,419458.76,0,0
1147,679878.9159,419458.76,0,0
1148,679878.9159,419458.76,0,0
1149,679878.9159,419458.76,0,0
1150,679878.9159,419458.76,0,0
1151,679878.9159,419458.76,0,0
1152,679878.9159,419458.76,0,0
1153,679878.9159,419458.76,0,0
1154,679878.9159,419458.76,0,0
1155,679878.9159,419458.76,0,0
1156,679878.9159,419458.76,0,0
1157,679878.9159,419458.76,0,0
1158,679878.9159,419458.76,0,0
1159,679878.9159,419458.76,0,0
1160,679878.9159,419458.76,0,0
1161,679878.9159,419458.76,0,0
1162,679878.9159,419458.76,0,0
1163,679878.9159,419458.76,0,0
1164,679878.9159,419458.76,0,0
1165,679878.9159,419458.76,0,0
1166,679878.9159,419458.76,0,0
1167,679878.9159,419458.76,0,0
1168,679878.9159,419458.76,0,0
1169,679878.9159,419458.76,0,0
1170,679878.9159,419458.76,0,0
1171,679878.9159,419458.76,0,0
1172,679878.9159,419458.76,0,0
1173,679878.9159,419458.76,0,0
1174,679878.9159,419458.76,0,0
1175,679878.9159,419458.76,0,0
1176,679878.9159,419458.76,0,0
1177,679878.9159,419458.76,0,0
1178,679878.9159,419458.76,0,0
1179,679878.9159,419458.76,0,0
1180,679878.9159,419458.76,0,0
1181,679878.9159,419458.76,0,0
1182,679878.9159,419458.76,0,0
1183,679878.9159,419458.76,0,0
1184,679878.9159,419458.76,0,0
1185,679878.9159,419458.76,0,0
1186,679878.9159,419458.76,0,0
1187,679878.9159,419458.76,0,0
1188,679878.9159,419458.76,0,0
1189,679878.9159,419458.76,0,0
1190,679878.9159,419458.76,0,0
1191,679878.9159,419458.76,0,0
1192,679878.9159,419458.76,0,0
1193,679878.9159,419458.76,0,0
1194,679878.9159,419458.76,0,0
1195,679878.9159,419458.76,0,0
1196,679878.9159,419458.76,0,0
1197,679878.9159,419458.76,0,0
1198,679878.9159,419458.76,0,0
1199,679878.9159,419458.76,0,0
1200,679878.9159,419458.76,0,0
1201,679878.9159,419458.76,0,0
1202,679878.9159,419458.76,0,0
1203,679878.9159,419458.76,0,0
1204,679878.9159,419458.76,0,0
1205,679878.9159,419458.76,0,0
1206,679878.9159,419458.76,0,0
1207,679878.9159,419458.76,0,0
1208,679878.9159,419458.76,0,0
1209,679878.9159,419458.76,0,0
1210,679878.9159,419458.76,0,0
1211,679878.9159,419458.76,0,0
1212,679878.9159,419458.76,0,0
1213,679878.9159,419458.76,0,0
1214,679878.9159,419458.76,0,0
1215,679878.9159,419458.76,0,0
1216,679878.9159,419458.76,0,0
1217,679878.9159,419458.76,0,0
1218,679878.9159,419458.76,0,0
1219,679878.9159,419458.76,0,0
1220,679878.9159,419458.76,0,0
1221,679878.9159,419458.76,0,0
1222,679878.9159,419458.76,0,0
1223,679878.9159,419458.76,0,0
1224,679878.9159,419458.76,0,0
1225,679878.9159,419458.76,0,0
1226,679878.9159,419458.76,0,0
1227,679878.9159,419458.76,0,0
1228,679878.9159,419458.76,0,0
1229,679878.9159,419458.76,0,0
1230,679878.9159,419458.76,0,0
1231,679878.9159,419458.76,0,0
1232,679878.9159,419458.76,0,0
1233,679878.9159,419458.76,0,0
1234,679878.9159,419458.76,0,0
1235,679878.9159,419458.76,0,0
1236,679878.9159,419458.76,0,0
1237,679878.9159,419458.76,0,0
1238,679878.9159,419458.76,0,0
1239,679878.9159,419458.76,0,0
1240,679878.9159,419458.76,0,0
1241,679878.9159,419458.76,0,0
1242,679878.9159,419458.76,0,0
1243,679878.9159,419458.76,0,0
1244,679878.9159,419458.76,0,0
1245,679878.9159,419458.76,0,0
1246,679878.9159,419458.76,0,0
1247,679878.9159,419458.76,0,0
1248,679878.9159,419458.76,0,0
1249,679878.9159,419458.76,0,0
1250,679878.9159,419458.76,0,0
1251,679878.9159,419458.76,0,0
1252,679878.9159,419458.76,0,0
1253,679878.9159,419458.76,0,0
1254,679878.9159,419458.76,0,0
1255,679878.9159,419458.76,0,0
1256,679878.9159,419458.76,0,0
1257,679878.9159,419458.76,0,0
1258,679878.9159,419458.76,0,0
1259,679878.9159,419458.76,0,0
1260,679878.9159,419458.76,0,0
1261,679878.9159,419458.76,0,0
1262,679878.9159,419458.76,0,0
1263,679878.9159,419458.76,0,0
1264,679878.9159,419458.76,0,0
1265,679878.9159,419458.76,0,0
1266,679878.9159,419458.76,0,0
1267,679878.9159,419458.76,0,0
1268,679878.9159,419458.76,0,0
1269,679878.9159,419458.76,0,0
1270,679878.9159,419458.76,0,0
1271,679878.9159,419458.76,0,0
1272,679878.9159,419458.76,0,0
1273,679878.9159,419458.76,0,0
1274,679878.9159,419458.76,0,0
1275,679878.9159,419458.76,0,0
1276,679878.9159,419458.76,0,0
1277,679878.9159,419458.76,0,0
1278,679878.9159,419458.76,0,0
1279,679878.9159,419458.76,0,0
1280,679878.9159,419458.76,0,0
1281,679878.9159,419458.76,0,0
1282,679878.9159,419458.76,0,0
1283,679878.9159,419458.76,0,0
1284,679878.9159,419458.76,0,0
1285,679878.9159,419458.76,0,0
1286,679878.9159,419458.76,0,0
1287,679878.9159,419458.76,0,0
1288,679878.9159,419458.76,0,0
1289,679878.9159,419458.76,0,0
1290,679878.9159,419458.76,0,0
1291,679878.9159,419458.76,0,0
1292,679878.9159,419458.76,0,0.04
1293,679878.9159,419458.76,0,0.07
1294,679878.9159,419458.7603,0,0.09
1295,679878.9156,419458.7612,0,0.09
1296,679878.9153,419458.7624,0.04,0.07
1297,679878.9147,419458.7639,0.04,0.03
1298,679878.9144,419458.7654,0.05,0
1299,679878.9141,419458.767,0.04,0
1300,679878.9137,419458.7682,0.04,0
1301,679878.9131,419458.7697,0.04,0
1302,679878.9128,419458.7709,0.04,0
1303,679878.9125,419458.7725,0.04,0
1304,679878.9119,419458.7737,0.04,0
1305,679878.9116,419458.7752,0.04,0
1306,679878.9113,419458.7767,0.05,0
1307,679878.911,419458.7779,0.04,0
1308,679878.9104,419458.7795,0.04,0
1309,679878.9101,419458.7807,0.04,0
1310,679878.9098,419458.7822,0.04,0
1311,679878.9092,419458.7834,0.04,0
1312,679878.9089,419458.785,0.04,0
1313,679878.9086,419458.7865,0.04,0
1314,679878.9083,419458.7877,0.04,0
1315,679878.9077,419458.7892,0.04,0
1316,679878.9073,419458.7904,0.04,0
1317,679878.907,419458.792,0.04,0
1318,679878.9067,419458.7932,0.04,0
1319,679878.9061,419458.7947,0.04,0
1320,679878.9058,419458.7962,0.04,0
1321,679878.9055,419458.7975,0.04,0
1322,679878.9049,419458.799,0.04,0
1323,679878.9046,419458.8002,0.04,0
1324,679878.9043,419458.8017,0.04,0
1325,679878.904,419458.8029,0.04,0
1326,679878.9034,419458.8045,0.04,0
1327,679878.9031,419458.8057,0.04,0
1328,679878.9028,419458.8072,0.04,0
1329,679878.9022,419458.8087,0.04,0
1330,679878.9019,419458.81,0.04,0
1331,679878.9016,419458.8115,0.04,0
1332,679878.9013,419458.8127,0.04,0
1333,679878.9006,419458.8142,0.04,0
1334,679878.9003,419458.8154,0.04,0
1335,679878.9,419458.817,0.04,0
1336,679878.8997,419458.8185,0.04,0
1337,679878.8991,419458.8197,0.04,0
1338,679878.8988,419458.8212,0.04,0
1339,679878.8985,419458.8224,0.04,0
1340,679878.8979,419458.824,0.04,0
1341,679878.8976,419458.8252,0.04,0
1342,679878.8973,419458.8267,0.05,0
1343,679878.897,419458.8282,0.04,0
1344,679878.8964,419458.8295,0.04,0
1345,679878.8961,419458.831,0.04,0
1346,679878.8958,419458.8322,0.04,0
1347,679878.8952,419458.8337,0.04,0
1348,679878.8948,419458.8349,0.04,0
1349,679878.8945,419458.8365,0.04,0
1350,679878.8942,419458.838,0.04,0
1351,679878.8936,419458.8392,0.04,0
1352,679878.8933,419458.8407,0.04,0
1353,679878.893,419458.842,0.04,0
1354,679878.8924,419458.8435,0.04,0
1355,679878.8921,419458.8447,0.04,0
1356,679878.8918,419458.8462,0.04,0
1357,679878.8915,419458.8477,0.04,0
1358,679878.8909,419458.849,0.04,0
1359,679878.8906,419458.8505,0.04,0
1360,679878.8903,419458.8517,0.04,0
1361,679878.89,419458.8532,0.04,0
1362,679878.8894,419458.8545,0.04,0
1363,679878.8891,419458.856,0.04,0
1364,679878.8888,419458.8575,0.05,0
1365,679878.8881,419458.8587,0.04,0
1366,679878.8878,419458.8602,0.04,0
1367,679878.8875,419458.8615,0.04,0
1368,679878.8872,419458.863,0.04,0
1369,679878.8866,419458.8642,0.05,0
1370,679878.8863,419458.8657,0.04,0
1371,679878.886,419458.8673,0.04,0
1372,679878.8854,419458.8685,0.04,0
1373,679878.8851,419458.87,0.04,0
1374,679878.8848,419458.8712,0.04,0
1375,679878.8845,419458.8727,0.04,0
1376,679878.8839,419458.874,0.04,0
1377,679878.8836,419458.8755,0.04,0
1378,679878.8833,419458.877,0.04,0
1379,679878.883,419458.8782,0.04,0
1380,679878.8824,419458.8797,0.04,0
1381,679878.882,419458.881,0.04,0
1382,679878.8817,419458.8825,0.04,0
1383,679878.8811,419458.8837,0.04,0
1384,679878.8808,419458.8852,0.04,0
1385,679878.8805,419458.8865,0.04,0
1386,679878.8802,419458.888,0.04,0
1387,679878.8796,419458.8895,0.05,0
1388,679878.8793,419458.8907,0.04,0
1389,679878.879,419458.8922,0.04,0
1390,679878.8784,419458.8935,0.04,0
1391,679878.8781,419458.895,0.04,0
1392,679878.8778,419458.8962,0.04,0
1393,679878.8775,419458.8977,0.04,0
1394,679878.8769,419458.8993,0.04,0
1395,679878.8766,419458.9005,0.04,0
1396,679878.8763,419458.902,0.04,0
1397,679878.876,419458.9032,0.04,0
1398,679878.8753,419458.9047,0.04,0
1399,679878.875,419458.906,0.04,0
1400,679878.8747,419458.9075,0.05,0
1401,679878.8741,419458.909,0.04,0
1402,679878.8738,419458.9102,0.04,0
1403,679878.8735,419458.9118,0.04,0
1404,679878.8732,419458.913,0.04,0
1405,679878.8726,419458.9145,0.04,0
1406,679878.8723,419458.9157,0.04,0
1407,679878.872,419458.9172,0.04,0
1408,679878.8714,419458.9188,0.04,0
1409,679878.8711,419458.92,0.04,0
1410,679878.8708,419458.9215,0.04,0
1411,679878.8705,419458.9227,0.04,0
1412,679878.8699,419458.9243,0.04,0
1413,679878.8696,419458.9255,0.04,0
1414,679878.8692,419458.927,0.04,0
1415,679878.8686,419458.9285,0.04,0
1416,679878.8683,419458.9297,0.04,0
1417,679878.868,419458.9313,0.04,0
1418,679878.8677,419458.9325,0.04,0
1419,679878.8671,419458.934,0.04,0
1420,679878.8668,419458.9352,0.04,0
1421,679878.8665,419458.9367,0.04,0
1422,679878.8662,419458.9383,0.04,0
1423,679878.8656,419458.9395,0.04,0
