Global_Time,Global_X,Global_Y,v_Vel,v_Acc,Time_diff,Pred_X,Pred_Y,Haversine_Distance,Calculated_Speed
537,679865.3751,419295.9072,0.11,0,1,679865.3761,419295.9105,379.4565996,379.4565996
538,679865.3761,419295.9105,0.11,0,1,679865.3773,419295.9139,367.9405583,367.9405583
539,679865.3773,419295.9139,0.11,0,1,679865.3782,419295.9172,379.4552987,379.4552987
540,679865.3782,419295.9172,0.11,0,1,679865.3791,419295.9206,367.7505279,367.7505279
541,679865.3791,419295.9206,0.11,0,1,679865.3803,419295.9239,378.8459578,378.8459578
542,679865.3803,419295.9239,0.11,0,1,679865.3812,419295.9273,368.3758459,368.3758459
543,679865.3812,419295.9273,0.11,0,1,679865.3822,419295.9306,378.8452284,378.8452284
544,679865.3822,419295.9306,0.11,0,1,679865.3834,419295.9343,367.9377766,367.9377766
545,679865.3834,419295.9343,0.11,0,1,679865.3843,419295.9376,412.6976384,412.6976384
546,679865.3843,419295.9376,0.11,0,1,679865.3855,419295.941,367.7482349,367.7482349
547,679865.3855,419295.941,0.11,0,1,679865.3864,419295.9443,379.450069,379.450069
548,679865.3864,419295.9443,0.11,0,1,679865.3873,419295.9477,367.7474844,367.7474844
549,679865.3873,419295.9477,0.11,0,1,679865.3886,419295.951,378.8430155,378.8430155
550,679865.3886,419295.951,0.11,0,1,679865.3895,419295.9544,368.6176659,368.6176659
551,679865.3895,419295.9544,0.11,0,1,679865.3904,419295.9577,378.8422876,378.8422876
552,679865.3904,419295.9577,0.11,0,1,679865.3916,419295.9611,367.7459901,367.7459901
553,679865.3916,419295.9611,0.11,0,1,679865.3925,419295.9645,379.4461865,379.4461865
554,679865.3925,419295.9645,0.11,0,1,679865.3937,419295.9678,378.8411847,378.8411847
555,679865.3937,419295.9678,0.11,0,1,679865.3946,419295.9712,368.3671216,368.3671216
556,679865.3946,419295.9712,0.11,0,1,679865.3956,419295.9745,378.8404632,378.8404632
557,679865.3956,419295.9745,0.11,0,1,679865.3968,419295.9779,367.9317072,367.9317072
558,679865.3968,419295.9779,0.11,0,1,679865.3977,419295.9812,379.44295,379.44295
559,679865.3977,419295.9812,0.12,0,1,679865.3989,419295.9849,367.7433626,367.7433626
560,679865.3989,419295.9849,0.11,0,1,679865.3998,419295.9882,412.6886703,412.6886703
561,679865.3998,419295.9882,0.11,0,1,679865.4007,419295.9916,367.7425807,367.7425807
562,679865.4007,419295.9916,0.11,0,1,679865.402,419295.9949,378.838245,378.838245
563,679865.402,419295.9949,0.11,0,1,679865.4029,419295.9983,368.6074512,368.6074512
564,679865.4029,419295.9983,0.11,0,1,679865.4038,419296.0016,378.8375248,378.8375248
565,679865.4038,419296.0016,0.11,0,1,679865.405,419296.005,367.7410849,367.7410849
566,679865.405,419296.005,0.11,0,1,679865.4059,419296.0083,379.437737,379.437737
567,679865.4059,419296.0083,0.11,0,1,679865.4071,419296.0117,367.7403318,367.7403318
568,679865.4071,419296.0117,0.11,0,1,679865.4081,419296.0151,379.4364551,379.4364551
569,679865.4081,419296.0151,0.11,0,1,679865.409,419296.0184,379.0167876,379.0167876
570,679865.409,419296.0184,0.11,0,1,679865.4102,419296.0218,367.7392057,367.7392057
571,679865.4102,419296.0218,0.11,0,1,679865.4111,419296.0251,379.4345098,379.4345098
572,679865.4111,419296.0251,0.11,0,1,679865.412,419296.0285,367.7384707,367.7384707
573,679865.412,419296.0285,0.11,0,1,679865.4132,419296.0318,378.8342507,378.8342507
574,679865.4132,419296.0318,0.11,0,1,679865.4142,419296.0355,368.3544403,368.3544403
575,679865.4142,419296.0355,0.12,0,1,679865.4154,419296.0388,412.2955967,412.2955967
576,679865.4154,419296.0388,0.11,0,1,679865.4163,419296.0422,368.3530574,368.3530574
577,679865.4163,419296.0422,0.11,0,1,679865.4172,419296.0455,378.8327817,378.8327817
578,679865.4172,419296.0455,0.11,0,1,679865.4184,419296.0489,367.736188,367.736188
579,679865.4184,419296.0489,0.11,0,1,679865.4193,419296.0522,379.4293113,379.4293113
580,679865.4193,419296.0522,0.11,0,1,679865.4206,419296.0556,367.7354427,367.7354427
581,679865.4206,419296.0556,0.11,0,1,679865.4215,419296.0589,379.6645668,379.6645668
582,679865.4215,419296.0589,0.11,0,1,679865.4224,419296.0623,367.734698,367.734698
583,679865.4224,419296.0623,0.11,0,1,679865.4236,419296.0656,378.8306003,378.8306003
584,679865.4236,419296.0656,0.11,0,1,679865.4245,419296.069,368.3477734,368.3477734
585,679865.4245,419296.069,0.11,0,1,679865.4254,419296.0724,378.8298835,378.8298835
586,679865.4254,419296.0724,0.11,0,1,679865.4267,419296.0757,378.8295111,378.8295111
587,679865.4267,419296.0757,0.18,1.02,1,679865.4276,419296.0791,368.5887267,368.5887267
588,679865.4276,419296.0791,0.81,9.83,1,679865.4288,419296.0827,378.8287891,378.8287891
589,679865.4288,419296.0827,2.83,11.32,1,679865.4254,419296.1223,401.5865461,401.5865461
590,679865.4254,419296.1223,6.46,11.31,1,679865.43,419296.4021,4404.255278,4404.255278
591,679865.43,419296.4021,11.19,11.24,1,679865.4513,419296.8435,31112.57758,31112.57758
592,679865.4513,419296.8435,15.69,11.22,1,679865.4833,419297.4327,49084.49858,49084.49858
593,679865.4833,419297.4327,18.36,11.21,1,679865.5169,419298.0895,65520.83609,65520.83609
594,679865.5169,419298.0895,18.74,-8.53,1,679865.5416,419298.6958,73037.11926,73037.11926
595,679865.5416,419298.6958,17.65,-11.22,1,679865.5626,419299.135,67419.74728,67419.74728
596,679865.5626,419299.135,16.21,-11.23,1,679865.5879,419299.6041,48838.87442,48838.87442
597,679865.5879,419299.6041,15.33,-3.33,1,679865.6126,419300.0637,52164.12045,52164.12045
598,679865.6126,419300.0637,15.13,0.06,1,679865.637,419300.5233,51107.48623,51107.48623
599,679865.637,419300.5233,15.12,-0.27,1,679865.6617,419300.9833,51107.23439,51107.23439
600,679865.6617,419300.9833,15.11,0,1,679865.6863,419301.4429,51151.56896,51151.56896
601,679865.6863,419301.4429,15.11,0,1,679865.7107,419301.9026,51106.89539,51106.89539
602,679865.7107,419301.9026,15.11,0,1,679865.7354,419302.3625,51117.81689,51117.81689
603,679865.7354,419302.3625,15.11,0,1,679865.7601,419302.8221,51139.92747,51139.92747
604,679865.7601,419302.8221,15.11,0,1,679865.7845,419303.2818,51106.41389,51106.41389
605,679865.7845,419303.2818,15.88,11.35,1,679865.8092,419303.7414,51117.3603,51117.3603
606,679865.8092,419303.7414,17.67,12.11,1,679865.8336,419304.2014,51106.12951,51106.12951
607,679865.8336,419304.2014,18.95,11.98,1,679865.8582,419304.661,51150.45881,51150.45881
608,679865.8582,419304.661,18.95,-10.77,1,679865.8829,419305.1206,51105.87649,51105.87649
609,679865.8829,419305.1206,17.67,-11.2,1,679865.9073,419305.5803,51105.7724,51105.7724
610,679865.9073,419305.5803,15.88,-11.21,1,679865.932,419306.0399,51116.77975,51116.77975
611,679865.932,419306.0399,15.08,-0.25,1,679865.9567,419306.4999,51105.58107,51105.58107
612,679865.9567,419306.4999,15.06,-0.2,1,679865.9811,419306.9595,51149.97716,51149.97716
613,679865.9811,419306.9595,15.25,3,1,679866.0058,419307.4103,51105.4215,51105.4215
614,679866.0058,419307.4103,16,10.89,1,679866.0299,419307.8797,50126.85326,50126.85326
615,679866.0299,419307.8797,17.58,11.67,1,679866.0521,419308.4344,52195.01357,52195.01357
616,679866.0521,419308.4344,20.01,11.71,1,679866.0777,419309.0812,61679.87574,61679.87574
617,679866.0777,419309.0812,22.98,11.47,1,679866.1158,419309.8316,71920.90324,71920.90324
618,679866.1158,419309.8316,26.01,11.31,1,679866.1688,419310.6775,83440.67802,83440.67802
619,679866.1688,419310.6775,28.59,11.27,1,679866.2328,419311.6114,94059.78203,94059.78203
620,679866.2328,419311.6114,30.35,11.24,1,679866.2981,419312.5797,103845.0231,103845.0231
621,679866.2981,419312.5797,31.24,4.11,1,679866.3615,419313.5368,107670.3574,107670.3574
622,679866.3615,419313.5368,31.49,0.14,1,679866.4246,419314.4936,106425.3126,106425.3126
623,679866.4246,419314.4936,31.48,-0.34,1,679866.488,419315.4506,106392.4241,106392.4241
624,679866.488,419315.4506,31.46,0,1,679866.5514,419316.4074,106415.2827,106415.2827
625,679866.5514,419316.4074,31.46,0,1,679866.6148,419317.3645,106393.7818,106393.7818
626,679866.6148,419317.3645,31.46,0,1,679866.6782,419318.3212,106428.0045,106428.0045
627,679866.6782,419318.3212,31.46,0,1,679866.7416,419319.278,106384.5197,106384.5197
628,679866.7416,419319.278,31.46,0,1,679866.805,419320.2348,106396.7557,106396.7557
629,679866.805,419320.2348,31.46,0,1,679866.8684,419321.1918,106397.9969,106397.9969
630,679866.8684,419321.1918,31.46,0,1,679866.9318,419322.1486,106421.5982,106421.5982
631,679866.9318,419322.1486,31.46,0,1,679866.9948,419323.1054,106400.8463,106400.8463
632,679866.9948,419323.1054,31.46,0,1,679867.0582,419324.0621,106402.3108,106402.3108
633,679867.0582,419324.0621,31.46,0,1,679867.1216,419325.0189,106393.0553,106393.0553
634,679867.1216,419325.0189,31.46,0,1,679867.185,419325.976,106406.0117,106406.0117
635,679867.185,419325.976,31.46,0,1,679867.2484,419326.9327,106441.3174,106441.3174
636,679867.2484,419326.9327,31.46,0,1,679867.3118,419327.8895,106398.9106,106398.9106
637,679867.3118,419327.8895,31.46,0,1,679867.3752,419328.8463,106412.2011,106412.2011
638,679867.3752,419328.8463,31.46,0,1,679867.4386,419329.803,106414.4811,106414.4811
639,679867.4386,419329.803,31.46,0,1,679867.5017,419330.7598,106405.7484,106405.7484
640,679867.5017,419330.7598,31.46,0,1,679867.5651,419331.7166,106419.0863,106419.0863
641,679867.5651,419331.7166,31.25,-3.84,1,679867.6285,419332.6733,106421.9358,106421.9358
642,679867.6285,419332.6733,30.76,-7.59,1,679867.6919,419333.6301,106413.5004,106413.5004
643,679867.6919,419333.6301,30.41,-5.54,1,679867.7553,419334.5869,106427.39,106427.39
644,679867.7553,419334.5869,30.39,-4.11,1,679867.8187,419335.5433,106430.2536,106430.2536
645,679867.8187,419335.5433,30.75,6.22,1,679867.8821,419336.5001,106388.7429,106388.7429
646,679867.8821,419336.5001,31.63,9.34,1,679867.9416,419337.4377,106436.2363,106436.2363
647,679867.9416,419337.4377,32.86,11.13,1,679868.0047,419338.4481,104299.5178,104299.5178
648,679868.0047,419338.4481,34.6,10.7,1,679868.0882,419339.5323,112399.4361,112399.4361
649,679868.0882,419339.5323,36.86,12.01,1,679868.1979,419340.6868,120641.4665,120641.4665
650,679868.1979,419340.6868,39.11,11.68,1,679868.328,419341.9149,128520.2538,128520.2538
651,679868.328,419341.9149,40.87,11.27,1,679868.4619,419343.2161,136765.0845,136765.0845
652,679868.4619,419343.2161,41.9,6.02,1,679868.5917,419344.4978,144908.5423,144908.5423
653,679868.5917,419344.4978,42.29,0.42,1,679868.7215,419345.7794,142745.1237,142745.1237
654,679868.7215,419345.7794,42.31,-0.55,1,679868.8517,419347.0614,142749.2597,142749.2597
655,679868.8517,419347.0614,42.27,0,1,679868.9815,419348.3431,142810.7284,142810.7284
656,679868.9815,419348.3431,42.27,0,1,679869.1114,419349.6251,142791.5412,142791.5412
657,679869.1114,419349.6251,42.27,0,1,679869.2412,419350.9068,142841.1567,142841.1567
658,679869.2412,419350.9068,42.25,-0.28,1,679869.3711,419352.1885,142823.4512,142823.4512
659,679869.3711,419352.1885,41.87,-5.96,1,679869.5012,419353.4702,142840.0921,142840.0921
660,679869.5012,419353.4702,40.6,-11.2,1,679869.6387,419354.7381,142857.3894,142857.3894
661,679869.6387,419354.7381,38.33,-11.3,1,679869.7606,419355.8342,141384.9681,141384.9681
662,679869.7606,419355.8342,35.64,-11.44,1,679869.8508,419356.8519,122260.747,122260.747
663,679869.8508,419356.8519,33.77,-11.22,1,679869.9328,419357.7773,113395.4683,113395.4683
664,679869.9328,419357.7773,33.77,11.49,1,679870.0313,419358.7944,103117.8259,103117.8259
665,679870.0313,419358.7944,35.66,11.79,1,679870.1654,419359.8899,113391.4727,113391.4727
666,679870.1654,419359.8899,38.35,11.39,1,679870.315,419361.1566,122338.0839,122338.0839
667,679870.315,419361.1566,40.6,11.2,1,679870.4583,419362.4389,141434.5879,141434.5879
668,679870.4583,419362.4389,41.77,4.24,1,679870.5997,419363.7197,143133.9495,143133.9495
669,679870.5997,419363.7197,41.95,-3.46,1,679870.7311,419364.9901,142972.0444,142972.0444
670,679870.7311,419364.9901,41.67,-4.41,1,679870.85,419366.2477,141760.1087,141760.1087
671,679870.85,419366.2477,41.38,-3.52,1,679870.9588,419367.4952,140263.7488,140263.7488
672,679870.9588,419367.4952,41.18,-1.71,1,679871.0658,419368.7409,139085.1325,139085.1325
673,679871.0658,419368.7409,41.09,-0.31,1,679871.1746,419369.9888,138883.4392,138883.4392
674,679871.1746,419369.9888,41.08,0.16,1,679871.2834,419371.2366,139150.018,139150.018
675,679871.2834,419371.2366,41.09,0.06,1,679871.3925,419372.4842,139148.8517,139148.8517
676,679871.3925,419372.4842,41.09,0,1,679871.5013,419373.732,139138.5981,139138.5981
677,679871.5013,419373.732,41.09,0,1,679871.6101,419374.9796,139167.8974,139167.8974
678,679871.6101,419374.9796,41.09,0,1,679871.7192,419376.2274,139154.8157,139154.8157
679,679871.7192,419376.2274,41.09,0,1,679871.8281,419377.475,139188.1706,139188.1706
680,679871.8281,419377.475,41.09,0,1,679871.9369,419378.7228,139172.8598,139172.8598
681,679871.9369,419378.7228,41.09,0,1,679872.046,419379.9704,139202.3125,139202.3125
682,679872.046,419379.9704,41.09,0,1,679872.1548,419381.2182,139190.4314,139190.4314
683,679872.1548,419381.2182,41.09,0,1,679872.2636,419382.4658,139217.4218,139217.4218
684,679872.2636,419382.4658,41.09,0,1,679872.3724,419383.7136,139202.2372,139202.2372
685,679872.3724,419383.7136,41.09,0,1,679872.4816,419384.9612,139230.9767,139230.9767
686,679872.4816,419384.9612,41.09,0,1,679872.5904,419386.209,139218.5675,139218.5675
687,679872.5904,419386.209,41.09,0,1,679872.6992,419387.4566,139242.8746,139242.8746
688,679872.6992,419387.4566,41.09,0,1,679872.8083,419388.7044,139226.0145,139226.0145
689,679872.8083,419388.7044,41.11,0.33,1,679872.9171,419389.952,139255.8042,139255.8042
690,679872.9171,419389.952,41.13,0.29,1,679873.0259,419391.1998,139235.2645,139235.2645
691,679873.0259,419391.1998,40.99,-2.44,1,679873.1384,419392.4583,139261.3542,139261.3542
692,679873.1384,419392.4583,40.47,-7.69,1,679873.2475,419393.6931,140485.5517,140485.5517
693,679873.2475,419393.6931,39.48,-10.76,1,679873.3362,419394.8708,137830.6027,137830.6027
694,679873.3362,419394.8708,38.14,-10.87,1,679873.4045,419396.0135,131321.4718,131321.4718
695,679873.4045,419396.0135,36.91,-11.05,1,679873.4682,419397.0922,127287.7698,127287.7698
696,679873.4682,419397.0922,36.14,-5.21,1,679873.5462,419398.1685,120154.1625,120154.1625
697,679873.5462,419398.1685,35.88,-2.89,1,679873.6407,419399.2645,119992.4186,119992.4186
698,679873.6407,419399.2645,35.95,0.42,1,679873.7379,419400.3624,122321.5708,122321.5708
699,679873.7379,419400.3624,36.08,0.66,1,679873.8324,419401.4588,122558.3934,122558.3934
700,679873.8324,419401.4588,36.11,-0.17,1,679873.9272,419402.5548,122365.9969,122365.9969
701,679873.9272,419402.5548,36.1,-0.11,1,679874.0217,419403.6512,122324.1103,122324.1103
702,679874.0217,419403.6512,36.1,0,1,679874.1162,419404.7473,122364.7888,122364.7888
703,679874.1162,419404.7473,36.1,0,1,679874.2107,419405.8433,122330.4557,122330.4557
704,679874.2107,419405.8433,36.1,0,1,679874.3052,419406.9397,122317.9528,122317.9528
705,679874.3052,419406.9397,36.1,0,1,679874.4,419408.0358,122360.5193,122360.5193
706,679874.4,419408.0358,36.1,0,1,679874.4945,419409.1318,122328.0324,122328.0324
707,679874.4945,419409.1318,36.1,0,1,679874.5889,419410.2282,122311.7417,122311.7417
708,679874.5889,419410.2282,36.1,0,1,679874.6834,419411.3242,122352.4261,122352.4261
709,679874.6834,419411.3242,36.1,0,1,679874.7782,419412.4203,122306.017,122306.017
710,679874.7782,419412.4203,36.1,0,1,679874.8727,419413.5167,122316.5207,122316.5207
711,679874.8727,419413.5167,36.1,0,1,679874.9672,419414.6127,122343.3853,122343.3853
712,679874.9672,419414.6127,36.1,0,1,679875.0617,419415.7088,122295.138,122295.138
713,679875.0617,419415.7088,36.12,0.45,1,679875.1559,419416.8052,122302.0027,122302.0027
714,679875.1559,419416.8052,36.12,0.44,1,679875.2504,419417.9012,122328.1087,122328.1087
715,679875.2504,419417.9012,35.84,-4.39,1,679875.3497,419419.0125,122281.6375,122281.6375
716,679875.3497,419419.0125,35.02,-11.19,1,679875.4509,419420.072,124013.9772,124013.9772
717,679875.4509,419420.072,33.6,-11.21,1,679875.5442,419421.0644,118287.3318,118287.3318
718,679875.5442,419421.0644,31.71,-11.27,1,679875.6234,419421.9999,110776.4889,110776.4889
719,679875.6234,419421.9999,29.83,-11.24,1,679875.6914,419422.8679,104344.9157,104344.9157
720,679875.6914,419422.8679,28.41,-11.2,1,679875.7569,419423.6845,96769.90342,96769.90342
721,679875.7569,419423.6845,27.61,-4.15,1,679875.8249,419424.5166,91047.92233,91047.92233
722,679875.8249,419424.5166,27.35,0.15,1,679875.8929,419425.3487,92782.37485,92782.37485
723,679875.8929,419425.3487,27.36,0.45,1,679875.9605,419426.1808,92778.99614,92778.99614
724,679875.9605,419426.1808,27.39,0,1,679876.0285,419427.0129,92772.60215,92772.60215
725,679876.0285,419427.0129,27.39,0,1,679876.0965,419427.8453,92771.98992,92771.98992
726,679876.0965,419427.8453,27.39,0,1,679876.1641,419428.6774,92801.63875,92801.63875
727,679876.1641,419428.6774,27.39,0,1,679876.2321,419429.5095,92761.8661,92761.8661
728,679876.2321,419429.5095,27.39,0,1,679876.3001,419430.3416,92760.90193,92760.90193
729,679876.3001,419430.3416,27.39,0,1,679876.3678,419431.1737,92757.0648,92757.0648
730,679876.3678,419431.1737,27.39,0,1,679876.4357,419432.0058,92751.15853,92751.15853
731,679876.4357,419432.0058,27.39,0,1,679876.5037,419432.8379,92748.54021,92748.54021
732,679876.5037,419432.8379,27.39,0,1,679876.5714,419433.6704,92745.17388,92745.17388
733,679876.5714,419433.6704,27.39,0,1,679876.6393,419434.5025,92783.57161,92783.57161
734,679876.6393,419434.5025,27.39,0,1,679876.7073,419435.3346,92736.34044,92736.34044
735,679876.7073,419435.3346,27.42,0.43,1,679876.775,419436.1667,92732.78223,92732.78223
736,679876.775,419436.1667,27.49,1.06,1,679876.8429,419436.9988,92726.77006,92726.77006
737,679876.8429,419436.9988,27.54,0.92,1,679876.9109,419437.8309,92723.70735,92723.70735
738,679876.9109,419437.8309,27.54,0.58,1,679876.9786,419438.663,92719.98765,92719.98765
739,679876.9786,419438.663,27.51,-0.46,1,679877.0465,419439.4954,92713.97535,92713.97535
740,679877.0465,419439.4954,27.29,-3.19,1,679877.1136,419440.3275,92744.02571,92744.02571
741,679877.1136,419440.3275,26.38,-11.26,1,679877.1858,419441.1724,92702.11326,92702.11326
742,679877.1858,419441.1724,24.33,-11.23,1,679877.2581,419441.8862,94145.23937,94145.23937
743,679877.2581,419441.8862,21.07,-11.18,1,679877.3139,419442.4696,79598.77991,79598.77991
744,679877.3139,419442.4696,16.95,-11.03,1,679877.3452,419442.9162,65033.86628,65033.86628
745,679877.3452,419442.9162,12.83,-11.1,1,679877.355,419443.2322,49725.49614,49725.49614
746,679877.355,419443.2322,9.57,-11.2,1,679877.3599,419443.4172,35146.61181,35146.61181
747,679877.3599,419443.4172,7.52,-11.22,1,679877.369,419443.6154,20574.87975,20574.87975
748,679877.369,419443.6154,6.64,-2.68,1,679877.3782,419443.8135,22051.04688,22051.04688
749,679877.3782,419443.8135,6.49,0.36,1,679877.3873,419444.0116,22040.12149,22040.12149
750,679877.3873,419444.0116,6.51,0,1,679877.3965,419444.2097,22039.77309,22039.77309
751,679877.3965,419444.2097,6.51,0,1,679877.4056,419444.4075,22039.95744,22039.95744
752,679877.4056,419444.4075,6.51,0,1,679877.4147,419444.6057,22006.27215,22006.27215
753,679877.4147,419444.6057,6.51,0,1,679877.4239,419444.8035,22050.64588,22050.64588
754,679877.4239,419444.8035,6.51,0,1,679877.433,419445.0016,22006.37108,22006.37108
755,679877.433,419445.0016,6.51,0,1,679877.4422,419445.1994,22039.37183,22039.37183
756,679877.4422,419445.1994,6.51,0,1,679877.4516,419445.3975,22006.20679,22006.20679
757,679877.4516,419445.3975,6.51,0,1,679877.4608,419445.5953,22039.98161,22039.98161
758,679877.4608,419445.5953,6.5,0,1,679877.4699,419445.7932,22006.0425,22006.0425
759,679877.4699,419445.7932,6.5,0,1,679877.4791,419445.991,22016.82335,22016.82335
760,679877.4791,419445.991,6.5,0,1,679877.4882,419446.1888,22005.87833,22005.87833
761,679877.4882,419446.1888,6.57,1.2,1,679877.4973,419446.3866,22005.54902,22005.54902
762,679877.4973,419446.3866,6.73,1.97,1,679877.5065,419446.5841,22005.46878,22005.46878
763,679877.5065,419446.5841,6.7,-1.17,1,679877.5159,419446.7935,21972.29098,21972.29098
764,679877.5159,419446.7935,6.28,-6.83,1,679877.5229,419446.9804,23295.25404,23295.25404
765,679877.5229,419446.9804,5.55,-9.51,1,679877.529,419447.1178,20789.139,20789.139
766,679877.529,419447.1178,4.91,-5.15,1,679877.5434,419447.2364,15285.17161,15285.17161
767,679877.5434,419447.2364,4.86,4.57,1,679877.5696,419447.3723,13232.5552,13232.5552
768,679877.5696,419447.3723,5.39,8.02,1,679877.6068,419447.5567,15239.9742,15239.9742
769,679877.6068,419447.5567,6.04,6.08,1,679877.6464,419447.7637,20694.15764,20694.15764
770,679877.6464,419447.7637,6.46,1.98,1,679877.6842,419447.9591,23207.62857,23207.62857
771,679877.6842,419447.9591,6.57,-0.34,1,679877.7217,419448.1541,21909.72887,21909.72887
772,679877.7217,419448.1541,6.55,-0.33,1,679877.7592,419448.3495,21861.39884,21861.39884
773,679877.7592,419448.3495,6.52,0,1,679877.7967,419448.5449,21904.17066,21904.17066
774,679877.7967,419448.5449,6.52,0,1,679877.8345,419448.7403,21902.82629,21902.82629
775,679877.8345,419448.7403,6.52,0,1,679877.8719,419448.9353,21904.26673,21904.26673
776,679877.8719,419448.9353,6.52,0,1,679877.9094,419449.1307,21855.09765,21855.09765
777,679877.9094,419449.1307,6.52,0,1,679877.9469,419449.3258,21898.80236,21898.80236
778,679877.9469,419449.3258,6.52,0,1,679877.9844,419449.5209,21864.36436,21864.36436
779,679877.9844,419449.5209,6.52,0,1,679878.0219,419449.7159,21863.02579,21863.02579
780,679878.0219,419449.7159,6.52,0,1,679878.0597,419449.911,21850.65466,21850.65466
781,679878.0597,419449.911,6.52,0,1,679878.0972,419450.1061,21863.01329,21863.01329
782,679878.0972,419450.1061,6.52,0,1,679878.1347,419450.3012,21859.019,21859.019
783,679878.1347,419450.3012,6.52,0,1,679878.1722,419450.4962,21857.68614,21857.68614
784,679878.1722,419450.4962,6.51,0,1,679878.2097,419450.6913,21845.3183,21845.3183
785,679878.2097,419450.6913,6.51,0,1,679878.2471,419450.8861,21855.02592,21855.02592
786,679878.2471,419450.8861,6.51,0,1,679878.2846,419451.0811,21819.7364,21819.7364
787,679878.2846,419451.0811,6.51,0,1,679878.3221,419451.2759,21841.33531,21841.33531
788,679878.3221,419451.2759,6.51,0,1,679878.3596,419451.471,21817.93272,21817.93272
789,679878.3596,419451.471,6.52,0.06,1,679878.3971,419451.6657,21849.72986,21849.72986
790,679878.3971,419451.6657,6.51,-0.18,1,679878.4355,419451.8617,21804.24749,21804.24749
791,679878.4355,419451.8617,6.46,-0.91,1,679878.473,419452.0565,21953.83796,21953.83796
792,679878.473,419452.0565,6.32,-1.97,1,679878.5059,419452.2455,21812.64563,21812.64563
793,679878.5059,419452.2455,6.14,-2.51,1,679878.5327,419452.4271,21135.3762,21135.3762
794,679878.5327,419452.4271,5.98,-1.47,1,679878.5541,419452.599,20274.9291,20274.9291
795,679878.5541,419452.599,6.03,1.73,1,679878.5754,419452.7737,19169.18753,19169.18753
796,679878.5754,419452.7737,6.46,6.6,1,679878.6016,419452.9694,19478.73559,19478.73559
797,679878.6016,419452.9694,7.24,9.47,1,679878.633,419453.1916,21831.78221,21831.78221
798,679878.633,419453.1916,7.96,6.63,1,679878.6687,419453.4339,24796.36952,24796.36952
799,679878.6687,419453.4339,8.35,1.07,1,679878.705,419453.6799,27046.71287,27046.71287
800,679878.705,419453.6799,8.36,-2.49,1,679878.7406,419453.9222,27458.83498,27458.83498
801,679878.7406,419453.9222,8.15,-1.78,1,679878.7763,419454.1645,27043.77152,27043.77152
802,679878.7763,419454.1645,8.04,-0.1,1,679878.8119,419454.4065,27043.16721,27043.16721
803,679878.8119,419454.4065,8.03,0,1,679878.8476,419454.6488,27008.20655,27008.20655
804,679878.8476,419454.6488,8.03,0,1,679878.883,419454.8911,27040.83266,27040.83266
805,679878.883,419454.8911,8.03,0,1,679878.9186,419455.1331,27038.0468,27038.0468
806,679878.9186,419455.1331,8.03,0,1,679878.9543,419455.3755,27004.73422,27004.73422
807,679878.9543,419455.3755,8.03,0,1,679878.9899,419455.6175,27048.43573,27048.43573
808,679878.9899,419455.6175,8.05,0.38,1,679879.0253,419455.8598,27002.4367,27002.4367
809,679879.0253,419455.8598,8.07,0.14,1,679879.061,419456.1021,27033.50928,27033.50928
810,679879.061,419456.1021,7.86,-3.29,1,679879.0991,419456.3569,27033.91017,27033.91017
811,679879.0991,419456.3569,7.21,-9.29,1,679879.1347,419456.5767,28430.16734,28430.16734
812,679879.1347,419456.5767,6.03,-11.24,1,679879.1585,419456.7343,24538.27761,24538.27761
813,679879.1585,419456.7343,4.43,-11.12,1,679879.1667,419456.8449,17584.59183,17584.59183
814,679879.1667,419456.8449,2.84,-11.16,1,679879.1631,419456.8934,12308.29467,12308.29467
815,679879.1631,419456.8934,1.67,-9.26,1,679879.1573,419456.9068,5397.390067,5397.390067
816,679879.1573,419456.9068,1.03,-3.29,1,679879.1536,419456.933,1531.07102,1531.07102
817,679879.1536,419456.933,0.84,-0.11,1,679879.1503,419456.9592,2921.948757,2921.948757
818,679879.1503,419456.9592,0.84,0.37,1,679879.1466,419456.9851,2920.173713,2920.173713
819,679879.1466,419456.9851,0.86,0,1,679879.1433,419457.0113,2888.665648,2888.665648
820,679879.1433,419457.0113,0.86,0,1,679879.1396,419457.0375,2920.154559,2920.154559
821,679879.1396,419457.0375,0.86,0,1,679879.1363,419457.0634,2921.900469,2921.900469
822,679879.1363,419457.0634,0.86,0,1,679879.1326,419457.0897,2886.855787,2886.855787
823,679879.1326,419457.0897,0.86,0,1,679879.1292,419457.1159,2932.963415,2932.963415
824,679879.1292,419457.1159,0.86,0,1,679879.1256,419457.1418,2920.534543,2920.534543
825,679879.1256,419457.1418,0.86,0,1,679879.1219,419457.168,2888.132226,2888.132226
826,679879.1219,419457.168,0.86,0,1,679879.1186,419457.1942,2921.840289,2921.840289
827,679879.1186,419457.1942,0.86,0,1,679879.1149,419457.2201,2920.087419,2920.087419
828,679879.1149,419457.2201,0.86,0,1,679879.1116,419457.2463,2888.556009,2888.556009
829,679879.1116,419457.2463,0.86,0,1,679879.1079,419457.2725,2920.068335,2920.068335
830,679879.1079,419457.2725,0.86,0,1,679879.1046,419457.2984,2921.792183,2921.792183
831,679879.1046,419457.2984,0.86,0,1,679879.1009,419457.3247,2886.768635,2886.768635
832,679879.1009,419457.3247,0.86,0,1,679879.0975,419457.3506,2932.855615,2932.855615
833,679879.0975,419457.3506,0.86,0,1,679879.0939,419457.3768,2887.167206,2887.167206
